"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018- 05- 30","1,306.50","1,303.10","1,308.80","1,300.00","338.85K","0.38%"
"2018- 05- 29","1,301.60","1,302.80","1,309.00","1,294.70","2.24K","0.20%"
"2018- 05- 28","1,299.00","1,297.20","1,306.10","1,291.40","386.33K","-0.57%"
"2018- 05- 25","1,306.40","1,307.10","1,309.60","1,302.30","1.52K","-0.07%"
"2018- 05- 24","1,307.30","1,296.10","1,309.10","1,295.30","1.10K","1.17%"
"2018- 05- 23","1,292.20","1,294.40","1,299.40","1,289.60","0.40K","-0.19%"
"2018- 05- 22","1,294.60","1,294.50","1,298.00","1,289.90","0.32K","0.09%"
"2018- 05- 21","1,293.50","1,293.90","1,295.10","1,284.60","0.31K","-0.05%"
"2018- 05- 18","1,294.10","1,292.60","1,296.20","1,288.70","0.13K","0.13%"
"2018- 05- 17","1,292.40","1,293.10","1,296.30","1,287.00","0.13K","-0.16%"
"2018- 05- 16","1,294.50","1,295.00","1,298.90","1,289.10","0.12K","0.09%"
"2018- 05- 15","1,293.40","1,316.90","1,317.20","1,292.10","0.44K","-2.10%"
"2018- 05- 14","1,321.20","1,322.50","1,325.20","1,316.00","0.09K","-0.20%"
"2018- 05- 11","1,323.80","1,324.60","1,328.40","1,320.80","0.18K","-0.11%"
"2018- 05- 10","1,325.30","1,316.40","1,325.50","1,314.00","0.09K","0.70%"
"2018- 05- 09","1,316.10","1,318.10","1,320.60","1,309.00","0.30K","-0.05%"
"2018- 05- 08","1,316.80","1,316.70","1,321.20","1,309.70","0.07K","-0.03%"
"2018- 05- 07","1,317.20","1,323.00","1,323.00","1,315.50","0.03K","-0.04%"
"2018- 05- 04","1,317.70","1,316.50","1,317.80","1,312.80","0.05K","0.15%"
"2018- 05- 03","1,315.70","1,313.00","1,321.50","1,312.10","0.16K","0.54%"
"2018- 05- 02","1,308.60","1,313.30","1,316.00","1,307.90","0.03K","-0.10%"
"2018- 05- 01","1,309.90","1,311.00","1,311.40","1,311.00","0.00K","-0.94%"
"2018- 04- 30","1,322.30","1,322.30","1,322.30","1,322.30","295.96K","-0.32%"
"2018- 04- 27","1,326.50","1,326.50","1,326.50","1,326.50","241.65K","0.65%"
"2018- 04- 26","1,317.90","1,324.20","1,328.00","1,316.20","295.69K","-0.37%"
"2018- 04- 25","1,322.80","1,332.00","1,333.80","1,320.20","269.90K","-0.77%"
"2018- 04- 24","1,333.00","1,326.10","1,334.50","1,323.60","277.65K","0.68%"
"2018- 04- 23","1,324.00","1,336.20","1,337.60","1,323.80","294.25K","-1.07%"
"2018- 04- 20","1,338.30","1,348.50","1,348.90","1,337.00","282.92K","-0.78%"
"2018- 04- 19","1,348.80","1,352.40","1,357.70","1,343.20","342.54K","-0.35%"
"2018- 04- 18","1,353.50","1,350.40","1,359.00","1,345.00","311.37K","0.30%"
"2018- 04- 17","1,349.50","1,349.10","1,352.20","1,340.20","276.63K","-0.09%"
"2018- 04- 16","1,350.70","1,349.80","1,353.50","1,342.80","269.55K","0.21%"
"2018- 04- 13","1,347.90","1,337.60","1,350.30","1,335.50","265.40K","0.45%"
"2018- 04- 12","1,341.90","1,356.30","1,356.70","1,336.70","397.62K","-1.33%"
"2018- 04- 11","1,360.00","1,343.10","1,369.40","1,342.50","492.04K","1.05%"
"2018- 04- 10","1,345.90","1,339.80","1,346.20","1,334.20","285.18K","0.43%"
"2018- 04- 09","1,340.10","1,338.00","1,341.50","1,330.10","228.81K","0.30%"
"2018- 04- 06","1,336.10","1,329.70","1,339.10","1,322.60","373.57K","0.57%"
"2018- 04- 05","1,328.50","1,337.10","1,338.70","1,326.00","280.40K","-0.87%"
"2018- 04- 04","1,340.20","1,336.70","1,352.50","1,335.20","351.03K","0.22%"
"2018- 04- 03","1,337.30","1,345.00","1,346.60","1,332.70","288.39K","-0.71%"
"2018- 04- 02","1,346.90","1,330.70","1,349.20","1,329.00","254.66K","1.48%"
"2018- 03- 29","1,327.30","1,329.30","1,332.60","1,325.40","251.25K","-0.20%"
"2018- 03- 28","1,330.00","1,351.10","1,352.20","1,327.70","386.85K","-1.09%"
"2018- 03- 27","1,344.70","1,355.20","1,358.50","1,342.40","2.33K","-0.95%"
"2018- 03- 26","1,357.60","1,350.90","1,358.30","1,346.50","0.97K","0.38%"
"2018- 03- 23","1,352.40","1,332.00","1,352.80","1,332.00","0.94K","1.70%"
"2018- 03- 22","1,329.80","1,334.20","1,337.30","1,327.10","0.68K","0.44%"
"2018- 03- 21","1,324.00","1,313.90","1,339.30","1,312.30","0.44K","0.72%"
"2018- 03- 20","1,314.50","1,319.40","1,319.60","1,309.30","0.36K","-0.44%"
"2018- 03- 19","1,320.30","1,315.80","1,321.50","1,310.00","0.20K","0.42%"
"2018- 03- 16","1,314.80","1,318.80","1,323.30","1,312.00","0.20K","-0.42%"
"2018- 03- 15","1,320.40","1,328.30","1,330.20","1,318.00","0.21K","-0.59%"
"2018- 03- 14","1,328.20","1,329.40","1,332.90","1,325.40","0.18K","-0.12%"
"2018- 03- 13","1,329.80","1,328.50","1,330.70","1,317.00","0.24K","0.48%"
"2018- 03- 12","1,323.50","1,326.90","1,326.90","1,318.70","0.35K","-0.24%"
"2018- 03- 09","1,326.70","1,322.00","1,327.90","1,316.60","0.35K","0.17%"
"2018- 03- 08","1,324.40","1,328.90","1,331.70","1,323.10","0.06K","-0.44%"
"2018- 03- 07","1,330.30","1,344.00","1,344.00","1,326.50","0.49K","-0.57%"
"2018- 03- 06","1,337.90","1,326.00","1,342.40","1,325.70","0.30K","1.16%"
"2018- 03- 05","1,322.60","1,330.50","1,331.10","1,322.80","0.36K","-0.25%"
"2018- 03- 02","1,325.90","1,320.60","1,328.60","1,319.90","0.48K","1.38%"
"2018- 03- 01","1,307.90","1,311.80","1,324.10","1,308.30","0.06K","-0.96%"
"2018- 02- 28","1,320.60","1,323.80","1,323.80","1,323.80","0.01K","-0.06%"
"2018- 02- 27","1,321.40","1,321.40","1,321.40","1,321.40","334.72K","-0.86%"
"2018- 02- 26","1,332.80","1,330.40","1,342.90","1,328.00","247.24K","0.19%"
"2018- 02- 23","1,330.30","1,333.70","1,334.20","1,327.70","167.85K","-0.18%"
"2018- 02- 22","1,332.70","1,326.20","1,334.40","1,322.90","206.24K","0.05%"
"2018- 02- 21","1,332.10","1,331.20","1,338.50","1,324.40","255.62K","0.07%"
"2018- 02- 20","1,331.20","1,350.20","1,354.00","1,330.60","374.05K","0.00%"
"2018- 02- 19","1,331.20","1,350.20","1,354.00","1,330.60","374.05K","-1.84%"
"2018- 02- 16","1,356.20","1,356.60","1,364.40","1,347.30","230.90K","0.07%"
"2018- 02- 15","1,355.30","1,353.00","1,359.80","1,350.80","274.93K","-0.20%"
"2018- 02- 14","1,358.00","1,331.90","1,358.60","1,319.10","431.72K","2.07%"
"2018- 02- 13","1,330.40","1,325.00","1,333.50","1,323.70","201.43K","0.30%"
"2018- 02- 12","1,326.40","1,317.10","1,330.00","1,316.30","208.07K","0.81%"
"2018- 02- 09","1,315.70","1,321.00","1,325.00","1,313.20","317.67K","-0.25%"
"2018- 02- 08","1,319.00","1,320.70","1,324.50","1,309.00","365.93K","0.33%"
"2018- 02- 07","1,314.60","1,326.60","1,334.80","1,313.50","351.23K","-1.12%"
"2018- 02- 06","1,329.50","1,343.10","1,349.30","1,322.80","473.35K","-0.52%"
"2018- 02- 05","1,336.50","1,334.60","1,344.80","1,331.60","305.68K","-0.06%"
"2018- 02- 02","1,337.30","1,352.20","1,353.30","1,330.10","431.41K","-0.79%"
"2018- 02- 01","1,347.90","1,348.20","1,354.30","1,340.20","310.50K","0.36%"
"2018- 01- 31","1,343.10","1,341.80","1,351.00","1,335.50","377.14K","0.23%"
"2018- 01- 30","1,340.00","1,344.00","1,352.50","1,337.50","412.52K","-0.16%"
"2018- 01- 29","1,342.20","1,351.60","1,353.40","1,338.00","2.59K","-0.90%"
"2018- 01- 26","1,354.40","1,348.70","1,358.20","1,347.70","1.82K","-0.79%"
"2018- 01- 25","1,365.20","1,359.60","1,367.50","1,343.40","1.64K","0.48%"
"2018- 01- 24","1,358.70","1,343.00","1,363.40","1,342.00","1.72K","1.47%"
"2018- 01- 23","1,339.00","1,335.20","1,343.90","1,333.30","1.17K","0.35%"
"2018- 01- 22","1,334.30","1,337.40","1,337.60","1,331.40","0.60K","-0.07%"
"2018- 01- 19","1,335.30","1,329.80","1,339.40","1,329.60","0.44K","0.44%"
"2018- 01- 18","1,329.50","1,330.40","1,334.80","1,326.90","0.49K","-0.89%"
"2018- 01- 17","1,341.40","1,341.80","1,345.20","1,329.60","0.28K","0.16%"
